Word,walden.txt count,lotus.txt count,walden.txt freq,lotus.txt freq,Log Likelihood
mandarava,0,18,0.00000,0.00016,20.87872
numbers,4,28,0.00003,0.00025,20.20421
diligently,1,21,0.00001,0.00019,20.71966
phenomena,5,30,0.00004,0.00027,20.02105
among,28,69,0.00024,0.00062,20.04513
group,0,18,0.00000,0.00016,20.87872
endure,1,21,0.00001,0.00019,20.71966
region,3,26,0.00003,0.00024,20.53606
Ajita,0,18,0.00000,0.00016,20.87872
Intent,0,18,0.00000,0.00016,20.87872
am,103,45,0.00088,0.00041,19.70694
were,402,267,0.00343,0.00242,19.94686
merely,51,14,0.00044,0.00013,19.48087
land,44,91,0.00038,0.00082,19.39435
where,196,110,0.00167,0.00100,19.50338
desire,10,39,0.00009,0.00035,19.29887
character,25,2,0.00021,0.00002,19.56755
practiced,1,20,0.00001,0.00018,19.45054
reason,21,57,0.00018,0.00052,19.02248
subtle,2,23,0.00002,0.00021,19.87228
go,103,45,0.00088,0.00041,19.70694
stand,32,5,0.00027,0.00005,19.00475
looked,37,7,0.00032,0.00006,19.51649
buy,19,0,0.00016,0.00000,19.95791
usual,19,0,0.00016,0.00000,19.95791
war,19,0,0.00016,0.00000,19.95791
equal,13,44,0.00011,0.00040,19.04229
English,19,0,0.00016,0.00000,19.95791
types,1,20,0.00001,0.00018,19.45054
demons,0,17,0.00000,0.00015,19.53701
realm,1,20,0.00001,0.00018,19.45054
Never,1,20,0.00001,0.00018,19.45054
ray,1,20,0.00001,0.00018,19.45054
employing,1,20,0.00001,0.00018,19.45054
characteristics,0,17,0.00000,0.00015,19.53701
wall,19,0,0.00016,0.00000,19.95791
slight,22,1,0.00019,0.00001,19.48980
property,19,0,0.00016,0.00000,19.95791
converted,3,25,0.00003,0.00023,19.37019
nearest,19,0,0.00016,0.00000,19.95791
pitch,19,0,0.00016,0.00000,19.95791
cat,19,0,0.00016,0.00000,19.95791
glass,19,0,0.00016,0.00000,19.95791
bird,22,1,0.00019,0.00001,19.48980
nearer,19,0,0.00016,0.00000,19.95791
fox,19,0,0.00016,0.00000,19.95791
Immediately,0,17,0.00000,0.00015,19.53701
Correct,0,17,0.00000,0.00015,19.53701
burning,6,32,0.00005,0.00029,19.94402
describe,1,20,0.00001,0.00018,19.45054
fishing,22,1,0.00019,0.00001,19.48980
written,19,0,0.00016,0.00000,19.95791
hunter,19,0,0.00016,0.00000,19.95791
monk,0,17,0.00000,0.00015,19.53701
detecting,0,17,0.00000,0.00015,19.53701
Inexhaustible,0,17,0.00000,0.00015,19.53701
Worthy,0,17,0.00000,0.00015,19.53701
remarkable,18,0,0.00015,0.00000,18.73029
daily,21,1,0.00018,0.00001,18.33247
twelve,11,40,0.00009,0.00036,18.55514
afford,18,0,0.00015,0.00000,18.73029
nor,106,48,0.00090,0.00043,18.78092
mahoragas,0,16,0.00000,0.00014,18.20117
hood,0,16,0.00000,0.00014,18.20117
praised,1,19,0.00001,0.00017,18.18972
A,67,24,0.00057,0.00022,18.18265
common,31,5,0.00026,0.00005,18.01588
fresh,27,3,0.00023,0.00003,18.84679
globe,18,0,0.00015,0.00000,18.73029
important,18,0,0.00015,0.00000,18.73029
shelter,21,1,0.00018,0.00001,18.33247
nations,18,0,0.00015,0.00000,18.73029
Every,21,1,0.00018,0.00001,18.33247
ponds,21,1,0.00018,0.00001,18.33247
arhats,0,16,0.00000,0.00014,18.20117
spirits,8,34,0.00007,0.00031,18.00662
hand,52,15,0.00044,0.00014,18.78026
name,22,58,0.00019,0.00053,18.58407
beauty,18,0,0.00015,0.00000,18.73029
stone,21,1,0.00018,0.00001,18.33247
track,18,0,0.00015,0.00000,18.73029
reverent,0,16,0.00000,0.00014,18.20117
Counterfeit,0,16,0.00000,0.00014,18.20117
diligent,1,19,0.00001,0.00017,18.18972
accepts,0,16,0.00000,0.00014,18.20117
powdered,0,16,0.00000,0.00014,18.20117
fishes,18,0,0.00015,0.00000,18.73029
Gladly,0,16,0.00000,0.00014,18.20117
built,28,4,0.00024,0.00004,17.33945
mode,17,0,0.00015,0.00000,17.50795
account,26,3,0.00022,0.00003,17.79071
especially,20,1,0.00017,0.00001,17.18272
soul,17,0,0.00015,0.00000,17.50795
country,52,16,0.00044,0.00014,17.35059
we,372,250,0.00317,0.00226,17.32928
mean,30,5,0.00026,0.00005,17.03689
accomplish,3,23,0.00003,0.00021,17.07003
across,23,2,0.00020,0.00002,17.36570
presented,3,23,0.00003,0.00021,17.07003
organ,2,21,0.00002,0.00019,17.46887
left,61,21,0.00052,0.00019,17.53605
future,10,37,0.00009,0.00034,17.39864
think,103,47,0.00088,0.00043,17.93090
primitive,17,0,0.00015,0.00000,17.50795
leaves,51,15,0.00044,0.00014,17.98451
axe,17,0,0.00015,0.00000,17.50795
art,23,2,0.00020,0.00002,17.36570
philosopher,17,0,0.00015,0.00000,17.50795
now,117,180,0.00100,0.00163,17.42259
farmers,17,0,0.00015,0.00000,17.50795
horizon,17,0,0.00015,0.00000,17.50795
interesting,17,0,0.00015,0.00000,17.50795
Men,20,1,0.00017,0.00001,17.18272
throughout,4,26,0.00003,0.00024,17.96751
pleasant,17,0,0.00015,0.00000,17.50795
dead,28,4,0.00024,0.00004,17.33945
intervals,17,0,0.00015,0.00000,17.50795
obliged,17,0,0.00015,0.00000,17.50795
genius,17,0,0.00015,0.00000,17.50795
hills,33,6,0.00028,0.00005,17.78865
faint,17,0,0.00015,0.00000,17.50795
seats,4,26,0.00003,0.00024,17.96751
excellent,3,23,0.00003,0.00021,17.07003
r,17,0,0.00015,0.00000,17.50795
years,79,33,0.00067,0.00030,16.46556
townsmen,16,0,0.00014,0.00000,16.29147
must,83,136,0.00071,0.00123,16.21017
standing,36,8,0.00031,0.00007,16.66571
begin,16,0,0.00014,0.00000,16.29147
through,146,78,0.00125,0.00071,16.94053
stones,29,5,0.00025,0.00005,16.06838
knowledge,9,34,0.00008,0.00031,16.24463
kotis,0,15,0.00000,0.00014,16.87188
wind,42,11,0.00036,0.00010,16.74338
then,127,190,0.00108,0.00172,16.59069
Tathagata,0,15,0.00000,0.00014,16.87188
eyebrows,0,15,0.00000,0.00014,16.87188
arhat,0,15,0.00000,0.00014,16.87188
pratyekabuddha,0,15,0.00000,0.00014,16.87188
meanings,0,15,0.00000,0.00014,16.87188
let,59,21,0.00050,0.00019,16.11235
understood,2,20,0.00002,0.00018,16.28312
dry,29,5,0.00025,0.00005,16.06838
tried,16,0,0.00014,0.00000,16.29147
vegetable,16,0,0.00014,0.00000,16.29147
modern,16,0,0.00014,0.00000,16.29147
earth,80,34,0.00068,0.00031,16.11858
sleep,19,1,0.00016,0.00001,16.04127
chiefly,16,0,0.00014,0.00000,16.29147
attached,4,25,0.00003,0.00023,16.86617
Jeweled,0,15,0.00000,0.00014,16.87188
eastern,2,20,0.00002,0.00018,16.28312
haste,19,1,0.00016,0.00001,16.04127
roof,19,1,0.00016,0.00001,16.04127
floor,16,0,0.00014,0.00000,16.29147
legged,2,20,0.00002,0.00018,16.28312
Among,1,18,0.00001,0.00016,16.93802
wings,16,0,0.00014,0.00000,16.29147
Sometimes,27,4,0.00023,0.00004,16.33506
opposite,16,0,0.00014,0.00000,16.29147
news,16,0,0.00014,0.00000,16.29147
oil,2,20,0.00002,0.00018,16.28312
parables,0,15,0.00000,0.00014,16.87188
salvation,0,15,0.00000,0.00014,16.87188
hearer,1,18,0.00001,0.00016,16.93802
gaining,0,15,0.00000,0.00014,16.87188
storehouses,0,15,0.00000,0.00014,16.87188
Excellence,0,15,0.00000,0.00014,16.87188
shramaneras,0,15,0.00000,0.00014,16.87188
meadow,16,0,0.00014,0.00000,16.29147
Beings,0,15,0.00000,0.00014,16.87188
Massachusetts,15,0,0.00013,0.00000,15.08154
book,15,0,0.00013,0.00000,15.08154
Perhaps,15,0,0.00013,0.00000,15.08154
ways,8,31,0.00007,0.00028,15.09386
says,37,9,0.00032,0.00008,15.79005
princes,1,17,0.00001,0.00015,15.69636
scattered,3,22,0.00003,0.00020,15.93740
praising,0,14,0.00000,0.00013,15.54997
mercy,2,19,0.00002,0.00017,15.10930
atmosphere,15,0,0.00013,0.00000,15.08154
late,15,0,0.00013,0.00000,15.08154
believe,25,58,0.00021,0.00053,15.20518
repent,1,17,0.00001,0.00015,15.69636
impoverished,1,17,0.00001,0.00015,15.69636
fit,15,0,0.00013,0.00000,15.08154
discovered,15,0,0.00013,0.00000,15.08154
instruct,0,14,0.00000,0.00013,15.54997
hearts,3,22,0.00003,0.00020,15.93740
poet,15,0,0.00013,0.00000,15.08154
surprised,15,0,0.00013,0.00000,15.08154
Wonderfully,0,14,0.00000,0.00013,15.54997
storehouse,1,17,0.00001,0.00015,15.69636
paramita,0,14,0.00000,0.00013,15.54997
waste,15,0,0.00013,0.00000,15.08154
o,15,0,0.00013,0.00000,15.08154
grown,15,0,0.00013,0.00000,15.08154
cars,15,0,0.00013,0.00000,15.08154
memorable,15,0,0.00013,0.00000,15.08154
health,15,0,0.00013,0.00000,15.08154
errors,0,14,0.00000,0.00013,15.54997
views,3,22,0.00003,0.00020,15.93740
robe,2,19,0.00002,0.00017,15.10930
comprehensive,0,14,0.00000,0.00013,15.54997
sixteen,2,19,0.00002,0.00017,15.10930
associate,0,14,0.00000,0.00013,15.54997
diligence,0,14,0.00000,0.00013,15.54997
lamps,0,14,0.00000,0.00013,15.54997
Disparaging,0,14,0.00000,0.00013,15.54997
see,145,207,0.00124,0.00187,14.95299
anything,23,3,0.00020,0.00003,14.68280
Mahasattvas,0,13,0.00000,0.00012,14.23642
garudas,0,13,0.00000,0.00012,14.23642
roots,14,40,0.00012,0.00036,14.15223
attachment,0,13,0.00000,0.00012,14.23642
moral,18,1,0.00015,0.00001,14.90893
cost,20,2,0.00017,0.00002,14.13465
between,51,18,0.00044,0.00016,14.04255
throne,0,13,0.00000,0.00012,14.23642
birds,33,8,0.00028,0.00007,14.03892
whole,57,21,0.00049,0.00019,14.72448
several,30,6,0.00026,0.00005,14.97655
sense,36,9,0.00031,0.00008,14.93512
larger,18,1,0.00015,0.00001,14.90893
caught,20,2,0.00017,0.00002,14.13465
Not,20,2,0.00017,0.00002,14.13465
fellow,20,2,0.00017,0.00002,14.13465
although,1,16,0.00001,0.00014,14.46583
rained,3,21,0.00003,0.00019,14.81767
saving,1,16,0.00001,0.00014,14.46583
evils,1,16,0.00001,0.00014,14.46583
wishes,3,21,0.00003,0.00019,14.81767
Cloud,0,13,0.00000,0.00012,14.23642
Shakra,0,13,0.00000,0.00012,14.23642
turning,7,29,0.00006,0.00026,14.91454
emitted,0,13,0.00000,0.00012,14.23642
achieve,0,13,0.00000,0.00012,14.23642
emit,1,16,0.00001,0.00014,14.46583
adornment,0,13,0.00000,0.00012,14.23642
holes,18,1,0.00015,0.00001,14.90893
ready,18,1,0.00015,0.00001,14.90893
manifest,4,23,0.00003,0.00021,14.70168
fearful,0,13,0.00000,0.00012,14.23642
board,18,1,0.00015,0.00001,14.90893
simile,0,13,0.00000,0.00012,14.23642
fulfill,0,13,0.00000,0.00012,14.23642
possesses,0,13,0.00000,0.00012,14.23642
Sumeru,0,13,0.00000,0.00012,14.23642
mindedly,0,13,0.00000,0.00012,14.23642
emanations,0,13,0.00000,0.00012,14.23642
Seen,1,16,0.00001,0.00014,14.46583
stupa,0,13,0.00000,0.00012,14.23642
emanated,0,13,0.00000,0.00012,14.23642
What,71,31,0.00061,0.00028,13.49995
When,97,146,0.00083,0.00132,13.02243
rest,43,14,0.00037,0.00013,13.21739
Most,14,0,0.00012,0.00000,13.87899
requires,14,0,0.00012,0.00000,13.87899
spend,22,3,0.00019,0.00003,13.66954
aspect,2,18,0.00002,0.00016,13.94854
harm,1,15,0.00001,0.00014,13.24772
does,97,48,0.00083,0.00043,13.86571
imagination,19,2,0.00016,0.00002,13.08020
fuel,14,0,0.00012,0.00000,13.87899
sure,19,2,0.00016,0.00002,13.08020
longer,32,8,0.00027,0.00007,13.18715
philosophy,14,0,0.00012,0.00000,13.87899
unless,14,0,0.00012,0.00000,13.87899
wont,14,0,0.00012,0.00000,13.87899
sort,28,6,0.00024,0.00005,13.16029
wholly,19,2,0.00016,0.00002,13.08020
answered,14,0,0.00012,0.00000,13.87899
public,14,0,0.00012,0.00000,13.87899
getting,14,0,0.00012,0.00000,13.87899
frequently,17,1,0.00015,0.00001,13.78664
rare,15,41,0.00013,0.00037,13.68729
relics,2,18,0.00002,0.00016,13.94854
leader,3,20,0.00003,0.00018,13.71195
Again,3,20,0.00003,0.00018,13.71195
hollow,14,0,0.00012,0.00000,13.87899
edge,14,0,0.00012,0.00000,13.87899
dozen,14,0,0.00012,0.00000,13.87899
beside,14,0,0.00012,0.00000,13.87899
attaining,1,15,0.00001,0.00014,13.24772
crop,14,0,0.00012,0.00000,13.87899
wit,17,1,0.00015,0.00001,13.78664
apparently,14,0,0.00012,0.00000,13.87899
potatoes,14,0,0.00012,0.00000,13.87899
meadows,14,0,0.00012,0.00000,13.87899
spells,1,15,0.00001,0.00014,13.24772
feel,27,6,0.00023,0.00005,12.27190
remember,25,5,0.00021,0.00005,12.31306
after,93,141,0.00079,0.00128,12.91888
deal,13,0,0.00011,0.00000,12.68480
cattle,13,0,0.00011,0.00000,12.68480
acres,13,0,0.00011,0.00000,12.68480
comparatively,13,0,0.00011,0.00000,12.68480
market,13,0,0.00011,0.00000,12.68480
dust,17,42,0.00015,0.00038,12.10323
signs,2,17,0.00002,0.00015,12.80216
reaching,2,17,0.00002,0.00015,12.80216
recites,0,12,0.00000,0.00011,12.93242
Do,10,32,0.00009,0.00029,12.86583
bank,13,0,0.00011,0.00000,12.68480
wise,37,11,0.00032,0.00010,12.70236
civilization,13,0,0.00011,0.00000,12.68480
directly,18,2,0.00015,0.00002,12.03881
enterprise,13,0,0.00011,0.00000,12.68480
concerned,18,2,0.00015,0.00002,12.03881
accepted,1,14,0.00001,0.00013,12.04353
room,31,8,0.00026,0.00007,12.34839
wear,16,1,0.00014,0.00001,12.67548
accident,13,0,0.00011,0.00000,12.68480
bare,13,0,0.00011,0.00000,12.68480
loon,13,0,0.00011,0.00000,12.68480
grew,16,1,0.00014,0.00001,12.67548
walk,23,4,0.00020,0.00004,12.43380
America,13,0,0.00011,0.00000,12.68480
offered,8,28,0.00007,0.00025,12.30509
cross,1,14,0.00001,0.00013,12.04353
extensively,0,12,0.00000,0.00011,12.93242
virtue,21,49,0.00018,0.00044,12.92038
trembled,0,12,0.00000,0.00011,12.93242
features,3,19,0.00003,0.00017,12.62149
beam,1,14,0.00001,0.00013,12.04353
receive,8,28,0.00007,0.00025,12.30509
teach,8,28,0.00007,0.00025,12.30509
medicinal,0,12,0.00000,0.00011,12.93242
tranquil,1,14,0.00001,0.00013,12.04353
doors,13,0,0.00011,0.00000,12.68480
boards,13,0,0.00011,0.00000,12.68480
Indians,13,0,0.00011,0.00000,12.68480
subject,16,1,0.00014,0.00001,12.67548
materials,13,0,0.00011,0.00000,12.68480
required,13,0,0.00011,0.00000,12.68480
greatest,21,3,0.00018,0.00003,12.66918
calculation,2,17,0.00002,0.00015,12.80216
usually,13,0,0.00011,0.00000,12.68480
noon,13,0,0.00011,0.00000,12.68480
oak,13,0,0.00011,0.00000,12.68480
student,13,0,0.00011,0.00000,12.68480
humanity,13,0,0.00011,0.00000,12.68480
squirrels,13,0,0.00011,0.00000,12.68480
diameter,13,0,0.00011,0.00000,12.68480
ponder,0,12,0.00000,0.00011,12.93242
landscape,13,0,0.00011,0.00000,12.68480
hindrance,1,14,0.00001,0.00013,12.04353
anger,0,12,0.00000,0.00011,12.93242
paste,0,12,0.00000,0.00011,12.93242
yard,13,0,0.00011,0.00000,12.68480
John,13,0,0.00011,0.00000,12.68480
bar,13,0,0.00011,0.00000,12.68480
waves,16,1,0.00014,0.00001,12.67548
transcribe,0,12,0.00000,0.00011,12.93242
3,12,0,0.00010,0.00000,11.50017
many,164,101,0.00140,0.00091,11.49783
As,74,35,0.00063,0.00032,11.77669
trust,15,1,0.00013,0.00001,11.57673
coat,12,0,0.00010,0.00000,11.50017
barn,12,0,0.00010,0.00000,11.50017
necessity,12,0,0.00010,0.00000,11.50017
organs,3,18,0.00003,0.00016,11.54773
agate,0,11,0.00000,0.00010,11.63945
skin,15,1,0.00013,0.00001,11.57673
horse,20,3,0.00017,0.00003,11.68283
yet,110,61,0.00094,0.00055,11.30885
both,36,11,0.00031,0.00010,11.92993
Preaching,0,11,0.00000,0.00010,11.63945
wish,20,46,0.00017,0.00042,11.81428
however,26,6,0.00022,0.00005,11.39780
realms,0,11,0.00000,0.00010,11.63945
display,0,11,0.00000,0.00010,11.63945
No,30,8,0.00026,0.00007,11.52336
thin,20,3,0.00017,0.00003,11.68283
system,12,0,0.00010,0.00000,11.50017
really,20,3,0.00017,0.00003,11.68283
likely,15,1,0.00013,0.00001,11.57673
bestow,4,20,0.00003,0.00018,11.56611
bought,12,0,0.00010,0.00000,11.50017
distinguished,15,1,0.00013,0.00001,11.57673
luxury,12,0,0.00010,0.00000,11.50017
far,103,56,0.00088,0.00051,11.26883
vital,12,0,0.00010,0.00000,11.50017
proportion,20,3,0.00017,0.00003,11.68283
certainly,12,0,0.00010,0.00000,11.50017
Boston,12,0,0.00010,0.00000,11.50017
catch,15,1,0.00013,0.00001,11.57673
However,15,1,0.00013,0.00001,11.57673
native,17,2,0.00015,0.00002,11.01180
foundation,12,0,0.00010,0.00000,11.50017
distance,30,8,0.00026,0.00007,11.52336
covered,32,9,0.00027,0.00008,11.63651
revere,0,11,0.00000,0.00010,11.63945
ease,2,16,0.00002,0.00014,11.67169
regression,0,11,0.00000,0.00010,11.63945
Immeasurable,0,11,0.00000,0.00010,11.63945
Freedom,0,11,0.00000,0.00010,11.63945
Summit,0,11,0.00000,0.00010,11.63945
overbearing,0,11,0.00000,0.00010,11.63945
memorial,0,11,0.00000,0.00010,11.63945
manifests,0,11,0.00000,0.00010,11.63945
instinct,12,0,0.00010,0.00000,11.50017
suggested,12,0,0.00010,0.00000,11.50017
frozen,12,0,0.00010,0.00000,11.50017
hole,20,3,0.00017,0.00003,11.68283
string,12,0,0.00010,0.00000,11.50017
paper,12,0,0.00010,0.00000,11.50017
woodchuck,12,0,0.00010,0.00000,11.50017
Brahmans,0,11,0.00000,0.00010,11.63945
thereby,0,11,0.00000,0.00010,11.63945
April,12,0,0.00010,0.00000,11.50017
chimney,12,0,0.00010,0.00000,11.50017
hoeing,12,0,0.00010,0.00000,11.50017
price,12,0,0.00010,0.00000,11.50017
partly,12,0,0.00010,0.00000,11.50017
cow,12,0,0.00010,0.00000,11.50017
independent,12,0,0.00010,0.00000,11.50017
nation,12,0,0.00010,0.00000,11.50017
occasionally,12,0,0.00010,0.00000,11.50017
appetite,12,0,0.00010,0.00000,11.50017
table,12,0,0.00010,0.00000,11.50017
reminded,12,0,0.00010,0.00000,11.50017
asamkhayas,0,11,0.00000,0.00010,11.63945
greed,0,11,0.00000,0.00010,11.63945
Treasure,0,11,0.00000,0.00010,11.63945
jail,12,0,0.00010,0.00000,11.50017
Lincoln,12,0,0.00010,0.00000,11.50017
reborn,0,11,0.00000,0.00010,11.63945
entrust,0,11,0.00000,0.00010,11.63945
Kashyapa,0,11,0.00000,0.00010,11.63945
Accumulated,0,11,0.00000,0.00010,11.63945
hoo,12,0,0.00010,0.00000,11.50017
Monks,0,11,0.00000,0.00010,11.63945
gun,12,0,0.00010,0.00000,11.50017
Fair,12,0,0.00010,0.00000,11.50017
Haven,12,0,0.00010,0.00000,11.50017
Flint,12,0,0.00010,0.00000,11.50017
Encircling,0,11,0.00000,0.00010,11.63945
slavery,12,0,0.00010,0.00000,11.50017
Brister,12,0,0.00010,0.00000,11.50017
Abundant,0,11,0.00000,0.00010,11.63945
4,11,0,0.00009,0.00000,10.32656
from,500,378,0.00427,0.00342,10.51183
readers,11,0,0.00009,0.00000,10.32656
how,118,69,0.00101,0.00062,10.10249
interest,11,0,0.00009,0.00000,10.32656
In,106,151,0.00090,0.00137,10.78643
particularly,14,1,0.00012,0.00001,10.49191
soil,25,6,0.00021,0.00005,10.53898
sustain,11,0,0.00009,0.00000,10.32656
further,6,23,0.00005,0.00021,10.90070
myriad,3,17,0.00003,0.00015,10.49230
went,56,24,0.00048,0.00022,10.99310
Light,2,15,0.00002,0.00014,10.55890
Lion,0,10,0.00000,0.00009,10.35936
forth,15,37,0.00013,0.00034,10.59234
nose,3,17,0.00003,0.00015,10.49230
tongue,6,23,0.00005,0.00021,10.90070
medicine,2,15,0.00002,0.00014,10.55890
Rahula,0,10,0.00000,0.00009,10.35936
defilement,0,10,0.00000,0.00009,10.35936
To,41,15,0.00035,0.00014,10.58348
respects,16,2,0.00014,0.00002,10.00069
hears,2,15,0.00002,0.00014,10.55890
peace,5,21,0.00004,0.00019,10.70071
raise,13,34,0.00011,0.00031,10.59698
foreign,11,0,0.00009,0.00000,10.32656
worse,14,1,0.00012,0.00001,10.49191
highway,11,0,0.00009,0.00000,10.32656
experiment,11,0,0.00009,0.00000,10.32656
material,11,0,0.00009,0.00000,10.32656
universe,16,2,0.00014,0.00002,10.00069
Let,27,7,0.00023,0.00006,10.60790
influence,16,2,0.00014,0.00002,10.00069
generally,11,0,0.00009,0.00000,10.32656
seed,19,3,0.00016,0.00003,10.71174
spoken,6,23,0.00005,0.00021,10.90070
case,31,9,0.00026,0.00008,10.84538
seasons,11,0,0.00009,0.00000,10.32656
stood,33,10,0.00028,0.00009,10.99946
rent,11,0,0.00009,0.00000,10.32656
sailing,11,0,0.00009,0.00000,10.32656
cents,11,0,0.00009,0.00000,10.32656
taste,16,2,0.00014,0.00002,10.00069
sold,11,0,0.00009,0.00000,10.32656
family,29,8,0.00025,0.00007,10.71286
arrogant,0,10,0.00000,0.00009,10.35936
solid,14,1,0.00012,0.00001,10.49191
Gainer,0,10,0.00000,0.00009,10.35936
Authority,0,10,0.00000,0.00009,10.35936
Glow,0,10,0.00000,0.00009,10.35936
gazed,1,13,0.00001,0.00012,10.85507
Avichi,0,10,0.00000,0.00009,10.35936
adornments,0,10,0.00000,0.00009,10.35936
sickness,1,13,0.00001,0.00012,10.85507
abiding,0,10,0.00000,0.00009,10.35936
streamers,0,10,0.00000,0.00009,10.35936
fifteen,11,0,0.00009,0.00000,10.32656
majority,11,0,0.00009,0.00000,10.32656
tender,11,0,0.00009,0.00000,10.32656
streets,11,0,0.00009,0.00000,10.32656
arts,11,0,0.00009,0.00000,10.32656
incarnation,0,10,0.00000,0.00009,10.35936
intent,0,10,0.00000,0.00009,10.35936
bricks,11,0,0.00009,0.00000,10.32656
wiser,11,0,0.00009,0.00000,10.32656
coffee,11,0,0.00009,0.00000,10.32656
meanwhile,14,1,0.00012,0.00001,10.49191
rate,11,0,0.00009,0.00000,10.32656
rod,11,0,0.00009,0.00000,10.32656
bean,11,0,0.00009,0.00000,10.32656
precious,8,26,0.00007,0.00024,10.52623
uses,0,10,0.00000,0.00009,10.35936
Constantly,0,10,0.00000,0.00009,10.35936
cool,14,1,0.00012,0.00001,10.49191
sees,4,19,0.00003,0.00017,10.55568
permissible,0,10,0.00000,0.00009,10.35936
deepest,14,1,0.00012,0.00001,10.49191
Joy,0,10,0.00000,0.00009,10.35936
thither,11,0,0.00009,0.00000,10.32656
partridge,11,0,0.00009,0.00000,10.32656
innocent,11,0,0.00009,0.00000,10.32656
swamp,11,0,0.00009,0.00000,10.32656
shores,14,1,0.00012,0.00001,10.49191
Hill,11,0,0.00009,0.00000,10.32656
upholding,0,10,0.00000,0.00009,10.35936
hunting,14,1,0.00012,0.00001,10.49191
hunters,14,1,0.00012,0.00001,10.49191
brown,11,0,0.00009,0.00000,10.32656
pickerel,11,0,0.00009,0.00000,10.32656
enters,0,10,0.00000,0.00009,10.35936
bubbles,14,1,0.00012,0.00001,10.49191
1,13,1,0.00011,0.00001,9.42281
again,96,54,0.00082,0.00049,9.39283
made,143,90,0.00122,0.00081,9.11243
well,136,84,0.00116,0.00076,9.39772
require,10,0,0.00009,0.00000,9.16582
fields,24,6,0.00020,0.00005,9.69649
can,177,226,0.00151,0.00205,9.24386
breadth,13,1,0.00011,0.00001,9.42281
fate,10,0,0.00009,0.00000,9.16582
Their,9,26,0.00008,0.00024,9.16068
leisure,13,1,0.00011,0.00001,9.42281
judge,10,0,0.00009,0.00000,9.16582
actually,15,2,0.00013,0.00002,9.00726
fast,15,2,0.00013,0.00002,9.00726
mount,0,9,0.00000,0.00008,9.09448
Dharanis,0,9,0.00000,0.00008,9.09448
Power,0,9,0.00000,0.00008,9.09448
state,40,69,0.00034,0.00062,9.49914
relieve,1,12,0.00001,0.00011,9.68452
These,34,62,0.00029,0.00056,9.87485
river,20,4,0.00017,0.00004,9.65634
train,13,1,0.00011,0.00001,9.42281
Purna,0,9,0.00000,0.00008,9.09448
playthings,0,9,0.00000,0.00008,9.09448
false,5,20,0.00004,0.00018,9.74605
fearlessness,0,9,0.00000,0.00008,9.09448
sides,29,9,0.00025,0.00008,9.30865
possessions,0,9,0.00000,0.00008,9.09448
perfect,14,34,0.00012,0.00031,9.46829
void,1,12,0.00001,0.00011,9.68452
emptiness,1,12,0.00001,0.00011,9.68452
concealed,10,0,0.00009,0.00000,9.16582
deliberately,10,0,0.00009,0.00000,9.16582
alert,10,0,0.00009,0.00000,9.16582
greater,34,12,0.00029,0.00011,9.20165
honor,6,21,0.00005,0.00019,9.07001
generation,10,0,0.00009,0.00000,9.16582
forest,34,12,0.00029,0.00011,9.20165
possibly,10,0,0.00009,0.00000,9.16582
warmth,10,0,0.00009,0.00000,9.16582
fed,10,0,0.00009,0.00000,9.16582
stick,13,1,0.00011,0.00001,9.42281
Many,16,37,0.00014,0.00034,9.52969
