Word,lotus.txt count,walden.txt count,lotus.txt freq,walden.txt freq,Log Likelihood
tragedy,0,1,0.00000,0.00001,0.28280
criticism,0,1,0.00000,0.00001,0.28280
doubleness,0,2,0.00000,0.00002,0.93073
scene,0,2,0.00000,0.00002,0.93073
exhibition,0,1,0.00000,0.00001,0.28280
theatrical,0,1,0.00000,0.00001,0.28280
involved,0,1,0.00000,0.00001,0.28280
torrent,0,1,0.00000,0.00001,0.28280
sane,0,2,0.00000,0.00002,0.93073
orphan,0,1,0.00000,0.00001,0.28280
gossips,0,1,0.00000,0.00001,0.28280
environ,0,1,0.00000,0.00001,0.28280
oblations,0,1,0.00000,0.00001,0.28280
holiday,0,1,0.00000,0.00001,0.28280
sanctify,0,1,0.00000,0.00001,0.28280
identified,0,1,0.00000,0.00001,0.28280
workman,0,2,0.00000,0.00002,0.93073
executed,0,1,0.00000,0.00001,0.28280
grandest,0,1,0.00000,0.00001,0.28280
Nearest,0,1,0.00000,0.00001,0.28280
outlying,0,1,0.00000,0.00001,0.28280
indescribably,0,1,0.00000,0.00001,0.28280
Brighton,0,1,0.00000,0.00001,0.28280
joking,0,1,0.00000,0.00001,0.28280
passably,0,1,0.00000,0.00001,0.28280
overtook,0,1,0.00000,0.00001,0.28280
congregate,0,1,0.00000,0.00001,0.28280
Points,0,1,0.00000,0.00001,0.28280
Beacon,0,1,0.00000,0.00001,0.28280
grocery,0,2,0.00000,0.00002,0.93073
Milky,0,1,0.00000,0.00001,0.28280
disk,0,1,0.00000,0.00001,0.28280
yonder,0,2,0.00000,0.00002,0.93073
harmless,0,2,0.00000,0.00002,0.93073
bolt,0,2,0.00000,0.00002,0.93073
resistless,0,1,0.00000,0.00001,0.28280
terrific,0,1,0.00000,0.00001,0.28280
groove,0,2,0.00000,0.00002,0.93073
spiral,0,1,0.00000,0.00001,0.28280
deluge,0,1,0.00000,0.00001,0.28280
entries,0,1,0.00000,0.00001,0.28280
mop,0,2,0.00000,0.00002,0.93073
maids,0,1,0.00000,0.00001,0.28280
ushered,0,1,0.00000,0.00001,0.28280
pelting,0,1,0.00000,0.00001,0.28280
ceaseless,0,1,0.00000,0.00001,0.28280
pleasantest,0,1,0.00000,0.00001,0.28280
Toscar,0,1,0.00000,0.00001,0.28280
Few,0,2,0.00000,0.00002,0.93073
consumes,0,1,0.00000,0.00001,0.28280
untimely,0,1,0.00000,0.00001,0.28280
Mourning,0,1,0.00000,0.00001,0.28280
humanest,0,1,0.00000,0.00001,0.28280
dreary,0,1,0.00000,0.00001,0.28280
befriended,0,1,0.00000,0.00001,0.28280
swelled,0,1,0.00000,0.00001,0.28280
sustaining,0,2,0.00000,0.00002,0.93073
friendliness,0,2,0.00000,0.00002,0.93073
unaccountable,0,1,0.00000,0.00001,0.28280
pattering,0,1,0.00000,0.00001,0.28280
prevailed,0,1,0.00000,0.00001,0.28280
recovery,0,1,0.00000,0.00001,0.28280
insanity,0,2,0.00000,0.00002,0.93073
unpleasant,0,1,0.00000,0.00001,0.28280
doubted,0,2,0.00000,0.00002,0.93073
surety,0,1,0.00000,0.00001,0.28280
favored,0,1,0.00000,0.00001,0.28280
uplands,0,2,0.00000,0.00002,0.93073
drear,0,1,0.00000,0.00001,0.28280
sadness,0,1,0.00000,0.00001,0.28280
compel,0,2,0.00000,0.00002,0.93073
AEolian,0,1,0.00000,0.00001,0.28280
misanthrope,0,1,0.00000,0.00001,0.28280
candles,0,1,0.00000,0.00001,0.28280
witches,0,1,0.00000,0.00001,0.28280
knocked,0,1,0.00000,0.00001,0.28280
Asia,0,1,0.00000,0.00001,0.28280
privacy,0,1,0.00000,0.00001,0.28280
reclaimed,0,1,0.00000,0.00001,0.28280
fenced,0,2,0.00000,0.00002,0.93073
elbows,0,2,0.00000,0.00002,0.93073
notified,0,1,0.00000,0.00001,0.28280
cigar,0,1,0.00000,0.00001,0.28280
lingering,0,1,0.00000,0.00001,0.28280
sex,0,2,0.00000,0.00002,0.93073
bended,0,1,0.00000,0.00001,0.28280
wand,0,1,0.00000,0.00001,0.28280
peeled,0,1,0.00000,0.00001,0.28280
accidentally,0,2,0.00000,0.00002,0.93073
intentionally,0,2,0.00000,0.00002,0.93073
evergreen,0,1,0.00000,0.00001,0.28280
wreath,0,1,0.00000,0.00001,0.28280
cards,0,2,0.00000,0.00002,0.93073
animated,0,1,0.00000,0.00001,0.28280
connect,0,1,0.00000,0.00001,0.28280
links,0,1,0.00000,0.00001,0.28280
watchmen,0,1,0.00000,0.00001,0.28280
roam,0,2,0.00000,0.00002,0.93073
lull,0,1,0.00000,0.00001,0.28280
ruffled,0,2,0.00000,0.00002,0.93073
poplar,0,1,0.00000,0.00001,0.28280
Sympathy,0,1,0.00000,0.00001,0.28280
usher,0,1,0.00000,0.00001,0.28280
congenial,0,2,0.00000,0.00002,0.93073
windy,0,2,0.00000,0.00002,0.93073
cloudy,0,2,0.00000,0.00002,0.93073
sleeves,0,2,0.00000,0.00002,0.93073
imbibes,0,1,0.00000,0.00001,0.28280
scuttle,0,1,0.00000,0.00001,0.28280
creaking,0,2,0.00000,0.00002,0.93073
sills,0,1,0.00000,0.00001,0.28280
unfenced,0,1,0.00000,0.00001,0.28280
cackle,0,1,0.00000,0.00001,0.28280
plantation,0,2,0.00000,0.00002,0.93073
oriole,0,1,0.00000,0.00001,0.28280
laughing,0,1,0.00000,0.00001,0.28280
screaming,0,1,0.00000,0.00001,0.28280
jay,0,1,0.00000,0.00001,0.28280
urn,0,2,0.00000,0.00002,0.93073
spinning,0,2,0.00000,0.00002,0.93073
churn,0,1,0.00000,0.00001,0.28280
deficiency,0,2,0.00000,0.00002,0.93073
Chanticleer,0,1,0.00000,0.00001,0.28280
unspeakably,0,1,0.00000,0.00001,0.28280
feebler,0,1,0.00000,0.00001,0.28280
resounding,0,1,0.00000,0.00001,0.28280
cockerels,0,2,0.00000,0.00002,0.93073
abounded,0,1,0.00000,0.00001,0.28280
drumsticks,0,1,0.00000,0.00001,0.28280
tame,0,2,0.00000,0.00002,0.93073
clarions,0,1,0.00000,0.00001,0.28280
pauses,0,2,0.00000,0.00002,0.93073
domesticated,0,2,0.00000,0.00002,0.93073
naturalized,0,2,0.00000,0.00002,0.93073
pheasant,0,1,0.00000,0.00001,0.28280
cockerel,0,1,0.00000,0.00001,0.28280
crowing,0,1,0.00000,0.00001,0.28280
pausing,0,2,0.00000,0.00002,0.93073
troonk,0,1,0.00000,0.00001,0.28280
bellowing,0,1,0.00000,0.00001,0.28280
patriarch,0,1,0.00000,0.00001,0.28280
disperses,0,1,0.00000,0.00001,0.28280
paunched,0,1,0.00000,0.00001,0.28280
flabbiest,0,1,0.00000,0.00001,0.28280
leakiest,0,1,0.00000,0.00001,0.28280
distended,0,1,0.00000,0.00001,0.28280
ceremonies,0,1,0.00000,0.00001,0.28280
ejaculates,0,1,0.00000,0.00001,0.28280
circuit,0,2,0.00000,0.00002,0.93073
gulped,0,1,0.00000,0.00001,0.28280
girth,0,1,0.00000,0.00001,0.28280
seniority,0,1,0.00000,0.00001,0.28280
password,0,1,0.00000,0.00001,0.28280
ejaculation,0,1,0.00000,0.00001,0.28280
scorned,0,1,0.00000,0.00001,0.28280
quaffs,0,1,0.00000,0.00001,0.28280
chaps,0,2,0.00000,0.00002,0.93073
drooling,0,1,0.00000,0.00001,0.28280
napkin,0,1,0.00000,0.00001,0.28280
aldermanic,0,1,0.00000,0.00001,0.28280
distention,0,1,0.00000,0.00001,0.28280
waterloggedness,0,1,0.00000,0.00001,0.28280
intoxication,0,1,0.00000,0.00001,0.28280
paunches,0,1,0.00000,0.00001,0.28280
distend,0,1,0.00000,0.00001,0.28280
mocking,0,1,0.00000,0.00001,0.28280
solemnly,0,1,0.00000,0.00001,0.28280
waxed,0,1,0.00000,0.00001,0.28280
festal,0,1,0.00000,0.00001,0.28280
hilarious,0,1,0.00000,0.00001,0.28280
Stygian,0,1,0.00000,0.00001,0.28280
unrepentant,0,1,0.00000,0.00001,0.28280
wassailers,0,1,0.00000,0.00001,0.28280
bibbers,0,1,0.00000,0.00001,0.28280
bullfrogs,0,2,0.00000,0.00002,0.93073
trump,0,2,0.00000,0.00002,0.93073
rang,0,1,0.00000,0.00001,0.28280
disconsolate,0,1,0.00000,0.00001,0.28280
baying,0,2,0.00000,0.00002,0.93073
bridges,0,1,0.00000,0.00001,0.28280
Late,0,2,0.00000,0.00002,0.93073
dawns,0,2,0.00000,0.00002,0.93073
skulk,0,2,0.00000,0.00002,0.93073
lisps,0,1,0.00000,0.00001,0.28280
chickadee,0,1,0.00000,0.00001,0.28280
lichens,0,2,0.00000,0.00002,0.93073
usnea,0,2,0.00000,0.00002,0.93073
unsatisfied,0,1,0.00000,0.00001,0.28280
stark,0,1,0.00000,0.00001,0.28280
undeveloped,0,1,0.00000,0.00001,0.28280
suggesting,0,1,0.00000,0.00001,0.28280
illustrates,0,1,0.00000,0.00001,0.28280
admirably,0,1,0.00000,0.00001,0.28280
maniacal,0,1,0.00000,0.00001,0.28280
idiotic,0,1,0.00000,0.00001,0.28280
hoorer,0,2,0.00000,0.00002,0.93073
Hoo,0,2,0.00000,0.00002,0.93073
howlings,0,1,0.00000,0.00001,0.28280
ghouls,0,1,0.00000,0.00001,0.28280
mortification,0,1,0.00000,0.00001,0.28280
mildewy,0,1,0.00000,0.00001,0.28280
gelatinous,0,1,0.00000,0.00001,0.28280
expressive,0,2,0.00000,0.00002,0.93073
imitate,0,1,0.00000,0.00001,0.28280
gl,0,1,0.00000,0.00001,0.28280
melodiousness,0,1,0.00000,0.00001,0.28280
sobs,0,1,0.00000,0.00001,0.28280
mortality,0,1,0.00000,0.00001,0.28280
relic,0,1,0.00000,0.00001,0.28280
moans,0,1,0.00000,0.00001,0.28280
choir,0,1,0.00000,0.00001,0.28280
stereotype,0,1,0.00000,0.00001,0.28280
tremulous,0,2,0.00000,0.00002,0.93073
restlessness,0,1,0.00000,0.00001,0.28280
transgressions,0,1,0.00000,0.00001,0.28280
threnodies,0,1,0.00000,0.00001,0.28280
expiating,0,1,0.00000,0.00001,0.28280
forebodings,0,1,0.00000,0.00001,0.28280
sighs,0,2,0.00000,0.00002,0.93073
tearful,0,1,0.00000,0.00001,0.28280
woodside,0,2,0.00000,0.00002,0.93073
trilled,0,1,0.00000,0.00001,0.28280
responses,0,1,0.00000,0.00001,0.28280
doleful,0,1,0.00000,0.00001,0.28280
supernal,0,1,0.00000,0.00001,0.28280
pangs,0,1,0.00000,0.00001,0.28280
remembering,0,2,0.00000,0.00002,0.93073
suicide,0,1,0.00000,0.00001,0.28280
consolations,0,1,0.00000,0.00001,0.28280
ditty,0,1,0.00000,0.00001,0.28280
whit,0,2,0.00000,0.00002,0.93073
tu,0,2,0.00000,0.00002,0.93073
blunt,0,1,0.00000,0.00001,0.28280
hags,0,1,0.00000,0.00001,0.28280
Jonsonian,0,1,0.00000,0.00001,0.28280
Ben,0,1,0.00000,0.00001,0.28280
lu,0,2,0.00000,0.00002,0.93073
u,0,1,0.00000,0.00001,0.28280
mourning,0,2,0.00000,0.00002,0.93073
screech,0,2,0.00000,0.00002,0.93073
tethered,0,1,0.00000,0.00001,0.28280
buzzing,0,1,0.00000,0.00001,0.28280
cluck,0,1,0.00000,0.00001,0.28280
vespers,0,1,0.00000,0.00001,0.28280
chanted,0,1,0.00000,0.00001,0.28280
wills,0,2,0.00000,0.00002,0.93073
Regularly,0,1,0.00000,0.00001,0.28280
articulation,0,1,0.00000,0.00001,0.28280
akin,0,1,0.00000,0.00001,0.28280
appreciation,0,1,0.00000,0.00001,0.28280
satirical,0,1,0.00000,0.00001,0.28280
unpleasantly,0,1,0.00000,0.00001,0.28280
dale,0,2,0.00000,0.00002,0.93073
straying,0,2,0.00000,0.00002,0.93073
minstrels,0,1,0.00000,0.00001,0.28280
lowing,0,2,0.00000,0.00002,0.93073
nymph,0,1,0.00000,0.00001,0.28280
charm,0,1,0.00000,0.00001,0.28280
echoed,0,2,0.00000,0.00002,0.93073
modulated,0,1,0.00000,0.00001,0.28280
needle,0,2,0.00000,0.00002,0.93073
conversed,0,1,0.00000,0.00001,0.28280
strained,0,2,0.00000,0.00002,0.93073
imparts,0,2,0.00000,0.00002,0.93073
intervening,0,2,0.00000,0.00002,0.93073
lyre,0,2,0.00000,0.00002,0.93073
vibration,0,2,0.00000,0.00002,0.93073
strings,0,1,0.00000,0.00001,0.28280
vibratory,0,1,0.00000,0.00001,0.28280
importing,0,1,0.00000,0.00001,0.28280
melody,0,2,0.00000,0.00002,0.93073
Bedford,0,1,0.00000,0.00001,0.28280
Acton,0,1,0.00000,0.00001,0.28280
Sundays,0,2,0.00000,0.00002,0.93073
spoiled,0,1,0.00000,0.00001,0.28280
blackberries,0,2,0.00000,0.00002,0.93073
league,0,2,0.00000,0.00002,0.93073
kennels,0,1,0.00000,0.00001,0.28280
slink,0,1,0.00000,0.00001,0.28280
par,0,1,0.00000,0.00001,0.28280
sagacity,0,1,0.00000,0.00001,0.28280
panting,0,1,0.00000,0.00001,0.28280
Hills,0,1,0.00000,0.00001,0.28280
Peterboro,0,1,0.00000,0.00001,0.28280
stampede,0,1,0.00000,0.00001,0.28280
badge,0,1,0.00000,0.00001,0.28280
droves,0,1,0.00000,0.00001,0.28280
lambs,0,2,0.00000,0.00002,0.93073
wether,0,1,0.00000,0.00001,0.28280
pastoral,0,2,0.00000,0.00002,0.93073
hustling,0,1,0.00000,0.00001,0.28280
calves,0,1,0.00000,0.00001,0.28280
bleating,0,1,0.00000,0.00001,0.28280
gales,0,2,0.00000,0.00002,0.93073
drovers,0,2,0.00000,0.00002,0.93073
yards,0,1,0.00000,0.00001,0.28280
sheepcots,0,1,0.00000,0.00001,0.28280
hark,0,1,0.00000,0.00001,0.28280
ammiral,0,1,0.00000,0.00001,0.28280
beholds,0,2,0.00000,0.00002,0.93073
scarce,0,1,0.00000,0.00001,0.28280
whizzing,0,1,0.00000,0.00001,0.28280
Warned,0,1,0.00000,0.00001,0.28280
Times,0,2,0.00000,0.00002,0.93073
expects,0,1,0.00000,0.00001,0.28280
bulkhead,0,1,0.00000,0.00001,0.28280
Vermont,0,2,0.00000,0.00002,0.93073
Cuttingsville,0,2,0.00000,0.00002,0.93073
brandy,0,1,0.00000,0.00001,0.28280
hogshead,0,1,0.00000,0.00001,0.28280
inveteracies,0,1,0.00000,0.00001,0.28280
ligatures,0,1,0.00000,0.00001,0.28280
cur,0,2,0.00000,0.00002,0.93073
disposition,0,2,0.00000,0.00002,0.93073
vices,0,2,0.00000,0.00002,0.93073
constitutional,0,1,0.00000,0.00001,0.28280
hopeless,0,1,0.00000,0.00001,0.28280
evincing,0,1,0.00000,0.00001,0.28280
Main,0,1,0.00000,0.00001,0.28280
pampas,0,1,0.00000,0.00001,0.28280
careering,0,1,0.00000,0.00001,0.28280
preserving,0,1,0.00000,0.00001,0.28280
Spanish,0,2,0.00000,0.00002,0.93073
Saturday,0,1,0.00000,0.00001,0.28280
dun,0,1,0.00000,0.00001,0.28280
snowflake,0,1,0.00000,0.00001,0.28280
mineral,0,1,0.00000,0.00001,0.28280
customer,0,1,0.00000,0.00001,0.28280
lading,0,1,0.00000,0.00001,0.28280
kindlings,0,2,0.00000,0.00002,0.93073
pave,0,1,0.00000,0.00001,0.28280
spoil,0,1,0.00000,0.00001,0.28280
fisheries,0,1,0.00000,0.00001,0.28280
Banks,0,1,0.00000,0.00001,0.28280
Grand,0,1,0.00000,0.00001,0.28280
commercial,0,1,0.00000,0.00001,0.28280
smells,0,1,0.00000,0.00001,0.28280
tales,0,1,0.00000,0.00001,0.28280
muslins,0,1,0.00000,0.00001,0.28280
ginghams,0,1,0.00000,0.00001,0.28280
prints,0,1,0.00000,0.00001,0.28280
Milwaukee,0,1,0.00000,0.00001,0.28280
bales,0,1,0.00000,0.00001,0.28280
slacked,0,1,0.00000,0.00001,0.28280
prime,0,2,0.00000,0.00002,0.93073
Thomaston,0,1,0.00000,0.00001,0.28280
caribou,0,1,0.00000,0.00001,0.28280
cedar,0,2,0.00000,0.00002,0.93073
lumber,0,1,0.00000,0.00001,0.28280
correction,0,1,0.00000,0.00001,0.28280
sheets,0,2,0.00000,0.00002,0.93073
rents,0,1,0.00000,0.00001,0.28280
weathered,0,2,0.00000,0.00002,0.93073
graphically,0,1,0.00000,0.00001,0.28280
legible,0,1,0.00000,0.00001,0.28280
bags,0,1,0.00000,0.00001,0.28280
gunny,0,1,0.00000,0.00001,0.28280
junk,0,1,0.00000,0.00001,0.28280
husks,0,1,0.00000,0.00001,0.28280
cocoanut,0,1,0.00000,0.00001,0.28280
Manilla,0,1,0.00000,0.00001,0.28280
flaxen,0,2,0.00000,0.00002,0.93073
oceans,0,2,0.00000,0.00002,0.93073
Champlain,0,1,0.00000,0.00001,0.28280
Wharf,0,1,0.00000,0.00001,0.28280
dispensing,0,1,0.00000,0.00001,0.28280
rattles,0,2,0.00000,0.00002,0.93073
fantastic,0,1,0.00000,0.00001,0.28280
Commerce,0,1,0.00000,0.00001,0.28280
Nevada,0,1,0.00000,0.00001,0.28280
Sierra,0,1,0.00000,0.00001,0.28280
bowlders,0,1,0.00000,0.00001,0.28280
daisies,0,1,0.00000,0.00001,0.28280
rime,0,2,0.00000,0.00002,0.93073
plowmen,0,1,0.00000,0.00001,0.28280
veto,0,1,0.00000,0.00001,0.28280
announces,0,1,0.00000,0.00001,0.28280
chilled,0,1,0.00000,0.00001,0.28280
muffled,0,1,0.00000,0.00001,0.28280
chilling,0,1,0.00000,0.00001,0.28280
sinews,0,1,0.00000,0.00001,0.28280
sleeps,0,1,0.00000,0.00001,0.28280
Bonaparte,0,1,0.00000,0.00001,0.28280
snowplow,0,1,0.00000,0.00001,0.28280
Vista,0,1,0.00000,0.00001,0.28280
Buena,0,1,0.00000,0.00001,0.28280
devised,0,1,0.00000,0.00001,0.28280
clasp,0,1,0.00000,0.00001,0.28280
recommends,0,2,0.00000,0.00002,0.93073
steadier,0,1,0.00000,0.00001,0.28280
interferes,0,1,0.00000,0.00001,0.28280
bolts,0,2,0.00000,0.00002,0.93073
Atropos,0,1,0.00000,0.00001,0.28280
firing,0,2,0.00000,0.00002,0.93073
riot,0,1,0.00000,0.00001,0.28280
warned,0,2,0.00000,0.00002,0.93073
byword,0,1,0.00000,0.00001,0.28280
conveyance,0,2,0.00000,0.00002,0.93073
electrifying,0,1,0.00000,0.00001,0.28280
punctuality,0,1,0.00000,0.00001,0.28280
regulates,0,1,0.00000,0.00001,0.28280
epochs,0,1,0.00000,0.00001,0.28280
arrivals,0,2,0.00000,0.00002,0.93073
startings,0,1,0.00000,0.00001,0.28280
scaring,0,1,0.00000,0.00001,0.28280
Swamp,0,1,0.00000,0.00001,0.28280
Dismal,0,1,0.00000,0.00001,0.28280
saloons,0,1,0.00000,0.00001,0.28280
dart,0,2,0.00000,0.00002,0.93073
darkest,0,2,0.00000,0.00002,0.93073
confines,0,1,0.00000,0.00001,0.28280
Far,0,2,0.00000,0.00002,0.93073
protracted,0,1,0.00000,0.00001,0.28280
commanding,0,1,0.00000,0.00001,0.28280
slumber,0,2,0.00000,0.00002,0.93073
stall,0,1,0.00000,0.00001,0.28280
incased,0,1,0.00000,0.00001,0.28280
fronts,0,1,0.00000,0.00001,0.28280
glen,0,1,0.00000,0.00001,0.28280
defiant,0,1,0.00000,0.00001,0.28280
flies,0,1,0.00000,0.00001,0.28280
merchandise,0,1,0.00000,0.00001,0.28280
barrow,0,1,0.00000,0.00001,0.28280
drill,0,2,0.00000,0.00002,0.93073
seaboard,0,1,0.00000,0.00001,0.28280
giant,0,2,0.00000,0.00002,0.93073
snowshoes,0,1,0.00000,0.00001,0.28280
strap,0,1,0.00000,0.00001,0.28280
harness,0,1,0.00000,0.00001,0.28280
stabler,0,1,0.00000,0.00001,0.28280
spear,0,2,0.00000,0.00002,0.93073
barb,0,1,0.00000,0.00001,0.28280
hugs,0,1,0.00000,0.00001,0.28280
conceals,0,1,0.00000,0.00001,0.28280
escort,0,1,0.00000,0.00001,0.28280
errands,0,1,0.00000,0.00001,0.28280
floats,0,1,0.00000,0.00001,0.28280
fiery,0,1,0.00000,0.00001,0.28280
nostrils,0,1,0.00000,0.00001,0.28280
breathing,0,1,0.00000,0.00001,0.28280
snort,0,2,0.00000,0.00002,0.93073
livery,0,1,0.00000,0.00001,0.28280
compeller,0,1,0.00000,0.00001,0.28280
demigod,0,1,0.00000,0.00001,0.28280
downy,0,1,0.00000,0.00001,0.28280
steam,0,2,0.00000,0.00002,0.93073
curve,0,1,0.00000,0.00001,0.28280
revisit,0,2,0.00000,0.00002,0.93073
velocity,0,2,0.00000,0.00002,0.93073
comet,0,1,0.00000,0.00001,0.28280
planetary,0,1,0.00000,0.00001,0.28280
writes,0,1,0.00000,0.00001,0.28280
raked,0,1,0.00000,0.00001,0.28280
cranberry,0,2,0.00000,0.00002,0.93073
chair,0,2,0.00000,0.00002,0.93073
rams,0,2,0.00000,0.00002,0.93073
battering,0,1,0.00000,0.00001,0.28280
countryman,0,1,0.00000,0.00001,0.28280
screams,0,2,0.00000,0.00002,0.93073
rations,0,1,0.00000,0.00001,0.28280
scream,0,2,0.00000,0.00002,0.93073
locomotive,0,2,0.00000,0.00002,0.93073
repairer,0,1,0.00000,0.00001,0.28280
employee,0,1,0.00000,0.00001,0.28280
trains,0,1,0.00000,0.00001,0.28280
touches,0,2,0.00000,0.00002,0.93073
soothing,0,2,0.00000,0.00002,0.93073
shafts,0,1,0.00000,0.00001,0.28280
fleet,0,1,0.00000,0.00001,0.28280
couldn,0,1,0.00000,0.00001,0.28280
homesick,0,1,0.00000,0.00001,0.28280
conveying,0,2,0.00000,0.00002,0.93073
reviving,0,1,0.00000,0.00001,0.28280
hither,0,2,0.00000,0.00002,0.93073
flitting,0,2,0.00000,0.00002,0.93073
reed,0,1,0.00000,0.00001,0.28280
sedge,0,2,0.00000,0.00002,0.93073
seizes,0,1,0.00000,0.00001,0.28280
steals,0,1,0.00000,0.00001,0.28280
mink,0,2,0.00000,0.00002,0.93073
glassy,0,2,0.00000,0.00002,0.93073
perching,0,1,0.00000,0.00001,0.28280
athwart,0,1,0.00000,0.00001,0.28280
threes,0,1,0.00000,0.00001,0.28280
tantivy,0,2,0.00000,0.00002,0.93073
velvety,0,2,0.00000,0.00002,0.93073
assumed,0,1,0.00000,0.00001,0.28280
bees,0,2,0.00000,0.00002,0.93073
fan,0,1,0.00000,0.00001,0.28280
heedlessly,0,2,0.00000,0.00002,0.93073
tropical,0,2,0.00000,0.00002,0.93073
pinnate,0,1,0.00000,0.00001,0.28280
embankment,0,1,0.00000,0.00001,0.28280
luxuriantly,0,2,0.00000,0.00002,0.93073
glabra,0,2,0.00000,0.00002,0.93073
Rhus,0,2,0.00000,0.00002,0.93073
compliment,0,2,0.00000,0.00002,0.93073
cherries,0,1,0.00000,0.00001,0.28280
goodsized,0,1,0.00000,0.00001,0.28280
weighed,0,2,0.00000,0.00002,0.93073
cylindrically,0,1,0.00000,0.00001,0.28280
umbels,0,1,0.00000,0.00001,0.28280
pumila,0,1,0.00000,0.00001,0.28280
Cerasus,0,1,0.00000,0.00001,0.28280
groundnut,0,1,0.00000,0.00001,0.28280
blueberry,0,2,0.00000,0.00002,0.93073
goldenrod,0,2,0.00000,0.00002,0.93073
footpath,0,1,0.00000,0.00001,0.28280
bedsteads,0,1,0.00000,0.00001,0.28280
strawberry,0,2,0.00000,0.00002,0.93073
cones,0,2,0.00000,0.00002,0.93073
awning,0,1,0.00000,0.00001,0.28280
pen,0,1,0.00000,0.00001,0.28280
gypsy,0,1,0.00000,0.00001,0.28280
uninterupted,0,1,0.00000,0.00001,0.28280
scrubbed,0,1,0.00000,0.00001,0.28280
broom,0,2,0.00000,0.00002,0.93073
budget,0,1,0.00000,0.00001,0.28280
bedstead,0,1,0.00000,0.00001,0.28280
Housework,0,1,0.00000,0.00001,0.28280
Follow,0,1,0.00000,0.00001,0.28280
drama,0,2,0.00000,0.00002,0.93073
novel,0,2,0.00000,0.00002,0.93073
theatre,0,1,0.00000,0.00001,0.28280
indolence,0,1,0.00000,0.00001,0.28280
reprove,0,1,0.00000,0.00001,0.28280
wanting,0,1,0.00000,0.00001,0.28280
backward,0,2,0.00000,0.00002,0.93073
Puri,0,1,0.00000,0.00001,0.28280
ticking,0,1,0.00000,0.00001,0.28280
minced,0,1,0.00000,0.00001,0.28280
deity,0,1,0.00000,0.00001,0.28280
stamp,0,1,0.00000,0.00001,0.28280
warble,0,1,0.00000,0.00001,0.28280
suppressed,0,2,0.00000,0.00002,0.93073
trill,0,1,0.00000,0.00001,0.28280
smiled,0,1,0.00000,0.00001,0.28280
Orientals,0,2,0.00000,0.00002,0.93073
wagon,0,2,0.00000,0.00002,0.93073
noiseless,0,1,0.00000,0.00001,0.28280
flitted,0,1,0.00000,0.00001,0.28280
undisturbed,0,1,0.00000,0.00001,0.28280
revery,0,1,0.00000,0.00001,0.28280
rapt,0,1,0.00000,0.00001,0.28280
margin,0,1,0.00000,0.00001,0.28280
futurity,0,1,0.00000,0.00001,0.28280
Read,0,1,0.00000,0.00001,0.28280
supersede,0,1,0.00000,0.00001,0.28280
discipline,0,2,0.00000,0.00002,0.93073
published,0,2,0.00000,0.00002,0.93073
copious,0,1,0.00000,0.00001,0.28280
metaphor,0,1,0.00000,0.00001,0.28280
gulf,0,1,0.00000,0.00001,0.28280
bridge,0,2,0.00000,0.00002,0.93073
collectively,0,1,0.00000,0.00001,0.28280
bleak,0,1,0.00000,0.00001,0.28280
Pilgrim,0,1,0.00000,0.00001,0.28280
sexton,0,1,0.00000,0.00001,0.28280
parson,0,2,0.00000,0.00002,0.93073
pedagogue,0,1,0.00000,0.00001,0.28280
philosophical,0,2,0.00000,0.00002,0.93073
statuary,0,1,0.00000,0.00001,0.28280
conduces,0,1,0.00000,0.00001,0.28280
Co,0,2,0.00000,0.00002,0.93073
Redding,0,2,0.00000,0.00002,0.93073
Brothers,0,1,0.00000,0.00001,0.28280
Harper,0,1,0.00000,0.00001,0.28280
Branches,0,1,0.00000,0.00001,0.28280
Olive,0,1,0.00000,0.00001,0.28280
browsing,0,1,0.00000,0.00001,0.28280
neutral,0,2,0.00000,0.00002,0.93073
pap,0,1,0.00000,0.00001,0.28280
sucking,0,1,0.00000,0.00001,0.28280
skip,0,2,0.00000,0.00002,0.93073
subscribed,0,1,0.00000,0.00001,0.28280
politics,0,1,0.00000,0.00001,0.28280
intelligent,0,2,0.00000,0.00002,0.93073
Utopian,0,1,0.00000,0.00001,0.28280
traders,0,2,0.00000,0.00002,0.93073
patron,0,1,0.00000,0.00001,0.28280
sadly,0,2,0.00000,0.00002,0.93073
foddering,0,1,0.00000,0.00001,0.28280
Abelard,0,1,0.00000,0.00001,0.28280
skies,0,2,0.00000,0.00002,0.93073
Cannot,0,1,0.00000,0.00001,0.28280
Oxford,0,1,0.00000,0.00001,0.28280
universities,0,2,0.00000,0.00002,0.93073
ailment,0,1,0.00000,0.00001,0.28280
aliment,0,2,0.00000,0.00002,0.93073
article,0,1,0.00000,0.00001,0.28280
latterly,0,1,0.00000,0.00001,0.28280
Lyceum,0,2,0.00000,0.00002,0.93073
infants,0,1,0.00000,0.00001,0.28280
decent,0,2,0.00000,0.00002,0.93073
trot,0,1,0.00000,0.00001,0.28280
goaded,0,1,0.00000,0.00001,0.28280
provoked,0,1,0.00000,0.00001,0.28280
flattered,0,1,0.00000,0.00001,0.28280
strides,0,1,0.00000,0.00001,0.28280
Jesus,0,1,0.00000,0.00001,0.28280
liberalizing,0,1,0.00000,0.00001,0.28280
commune,0,2,0.00000,0.00002,0.93073
humbly,0,1,0.00000,0.00001,0.28280
Zoroaster,0,2,0.00000,0.00002,0.93073
