Word,lotus.txt count,walden.txt count,lotus.txt freq,walden.txt freq,Log Likelihood
Mother,1,1,0.00001,0.00001,0.00356
Spirit,1,0,0.00001,0.00000,0.40215
Vital,1,0,0.00001,0.00000,0.40215
Stealer,1,0,0.00001,0.00000,0.40215
Bearer,1,0,0.00001,0.00000,0.40215
Necklace,1,0,0.00001,0.00000,0.40215
Insatiable,1,0,0.00001,0.00000,0.40215
Hair,1,1,0.00001,0.00001,0.00356
Much,1,2,0.00001,0.00002,0.14614
Flowery,1,0,0.00001,0.00000,0.40215
Crooked,1,0,0.00001,0.00000,0.40215
Vilamba,1,0,0.00001,0.00000,0.40215
Lamba,1,0,0.00001,0.00000,0.40215
agashti,1,0,0.00001,0.00000,0.40215
vrusani,1,0,0.00001,0.00000,0.40215
janguly,1,0,0.00001,0.00000,0.40215
matangi,1,0,0.00001,0.00000,0.40215
chandali,1,0,0.00001,0.00000,0.40215
gandhari,1,0,0.00001,0.00000,0.40215
gauri,1,0,0.00001,0.00000,0.40215
gane,1,0,0.00001,0.00000,0.40215
agane,1,0,0.00001,0.00000,0.40215
Nation,1,1,0.00001,0.00001,0.00356
Upholder,1,0,0.00001,0.00000,0.40215
kunadi,1,0,0.00001,0.00000,0.40215
nade,1,0,0.00001,0.00000,0.40215
anada,1,0,0.00001,0.00000,0.40215
nunatte,1,0,0.00001,0.00000,0.40215
natte,1,0,0.00001,0.00000,0.40215
atte,1,0,0.00001,0.00000,0.40215
compassionately,1,0,0.00001,0.00000,0.40215
protector,1,0,0.00001,0.00000,0.40215
nrityakati,1,0,0.00001,0.00000,0.40215
nrityani,1,0,0.00001,0.00000,0.40215
chittini,1,0,0.00001,0.00000,0.40215
vittini,1,0,0.00001,0.00000,0.40215
ittini,1,0,0.00001,0.00000,0.40215
nrityavati,1,0,0.00001,0.00000,0.40215
nritye,1,0,0.00001,0.00000,0.40215
adavati,1,0,0.00001,0.00000,0.40215
ade,1,0,0.00001,0.00000,0.40215
mukke,1,0,0.00001,0.00000,0.40215
ukke,1,0,0.00001,0.00000,0.40215
mahajvale,1,0,0.00001,0.00000,0.40215
jvale,1,0,0.00001,0.00000,0.40215
spy,3,2,0.00003,0.00002,0.20926
kumbhandas,1,0,0.00001,0.00000,0.40215
krityas,1,0,0.00001,0.00000,0.40215
putanas,1,0,0.00001,0.00000,0.40215
pronounce,5,3,0.00005,0.00003,0.53098
amanyanataya,1,0,0.00001,0.00000,0.40215
abalo,1,0,0.00001,0.00000,0.40215
akshayavanataya,1,0,0.00001,0.00000,0.40215
rutakaushalye,1,0,0.00001,0.00000,0.40215
rute,1,0,0.00001,0.00000,0.40215
mantrakshayate,1,0,0.00001,0.00000,0.40215
mantre,1,0,0.00001,0.00000,0.40215
bhayabhayashodhani,1,0,0.00001,0.00000,0.40215
samghanirghoshani,1,0,0.00001,0.00000,0.40215
dharmaparikshite,1,0,0.00001,0.00000,0.40215
buddhavilokite,1,0,0.00001,0.00000,0.40215
asamasame,1,0,0.00001,0.00000,0.40215
shukakashi,1,0,0.00001,0.00000,0.40215
parade,1,3,0.00001,0.00003,0.56560
arade,1,0,0.00001,0.00000,0.40215
mukkule,1,0,0.00001,0.00000,0.40215
ukkule,1,0,0.00001,0.00000,0.40215
atyantaparishuddhi,1,0,0.00001,0.00000,0.40215
abhyantaranivishte,1,0,0.00001,0.00000,0.40215
nivshte,1,0,0.00001,0.00000,0.40215
pratyavekshani,1,0,0.00001,0.00000,0.40215
alokabhashe,1,0,0.00001,0.00000,0.40215
akshine,1,0,0.00001,0.00000,0.40215
kshaye,1,0,0.00001,0.00000,0.40215
sama,1,0,0.00001,0.00000,0.40215
avashame,1,0,0.00001,0.00000,0.40215
muktatame,1,0,0.00001,0.00000,0.40215
mukte,1,0,0.00001,0.00000,0.40215
shamitavi,1,0,0.00001,0.00000,0.40215
harite,1,0,0.00001,0.00000,0.40215
chitte,1,0,0.00001,0.00000,0.40215
mamane,1,0,0.00001,0.00000,0.40215
mane,1,0,0.00001,0.00000,0.40215
manye,1,0,0.00001,0.00000,0.40215
anye,1,0,0.00001,0.00000,0.40215
unparalleled,1,0,0.00001,0.00000,0.40215
Gateway,1,0,0.00001,0.00000,0.40215
manifestation,1,1,0.00001,0.00001,0.00356
Holder,1,0,0.00001,0.00000,0.40215
tide,1,3,0.00001,0.00003,0.56560
dispelled,1,0,0.00001,0.00000,0.40215
suits,1,0,0.00001,0.00000,0.40215
quench,1,0,0.00001,0.00000,0.40215
misfortune,1,3,0.00001,0.00003,0.56560
quell,1,0,0.00001,0.00000,0.40215
darknesses,1,0,0.00001,0.00000,0.40215
implore,1,0,0.00001,0.00000,0.40215
encompassing,1,0,0.00001,0.00000,0.40215
drenching,1,1,0.00001,0.00001,0.00356
pelts,1,0,0.00001,0.00000,0.40215
hail,1,0,0.00001,0.00000,0.40215
lightning,1,2,0.00001,0.00002,0.14614
flee,1,1,0.00001,0.00001,0.00356
sears,1,0,0.00001,0.00000,0.40215
scamper,1,0,0.00001,0.00000,0.40215
claws,1,1,0.00001,0.00001,0.00356
fangs,1,0,0.00001,0.00000,0.40215
encircle,1,0,0.00001,0.00000,0.40215
originator,1,0,0.00001,0.00000,0.40215
rebound,1,0,0.00001,0.00000,0.40215
chains,1,1,0.00001,0.00001,0.00356
fetters,1,2,0.00001,0.00002,0.14614
cangue,1,0,0.00001,0.00000,0.40215
imprisoned,1,2,0.00001,0.00002,0.14614
bits,1,1,0.00001,0.00001,0.00356
executioner,1,0,0.00001,0.00000,0.40215
forfeit,1,0,0.00001,0.00000,0.40215
brandishing,1,0,0.00001,0.00000,0.40215
pushes,1,1,0.00001,0.00001,0.00356
peak,1,1,0.00001,0.00001,0.00356
drown,1,3,0.00001,0.00003,0.56560
billows,1,1,0.00001,0.00001,0.00356
menaced,1,0,0.00001,0.00000,0.40215
adrift,1,0,0.00001,0.00000,0.40215
vainly,1,1,0.00001,0.00001,0.00356
outline,1,3,0.00001,0.00003,0.56560
oath,1,0,0.00001,0.00000,0.40215
aptly,1,0,0.00001,0.00000,0.40215
posed,1,0,0.00001,0.00000,0.40215
dividing,1,1,0.00001,0.00001,0.00356
Sir,2,2,0.00002,0.00002,0.00534
Fearlessness,1,0,0.00001,0.00000,0.40215
Bestower,1,0,0.00001,0.00000,0.40215
vajra,1,0,0.00001,0.00000,0.40215
laywoman,1,0,0.00001,0.00000,0.40215
pained,1,0,0.00001,0.00000,0.40215
fleeting,1,2,0.00001,0.00002,0.14614
comeliness,1,0,0.00001,0.00000,0.40215
blessed,2,2,0.00002,0.00002,0.00534
rid,6,4,0.00005,0.00003,0.46495
wrath,1,2,0.00001,0.00002,0.14614
cravings,1,0,0.00001,0.00000,0.40215
mighty,1,1,0.00001,0.00001,0.00356
shouts,1,1,0.00001,0.00001,0.00356
